step,segment,human_task,human_action,human_action_index,human_micro,human_x,human_y,human_holding,robot_task,robot_holding,ir_called,most_likely,confidence,p_ac_activation,p_coffee_break,p_item_3,p_item_4,p_item_5,p_item_6,p_item_7,p_unknown
358,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
359,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
360,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
361,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
362,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
363,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
364,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
365,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
366,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
367,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
368,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
369,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
370,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
371,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
372,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
373,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
374,done,,,4,,21.1,485.3,,deliver_item,item_5,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
375,done,,,4,,21.1,485.3,,deliver_item,,True,coffee_break,0.8797,0.0196,0.8797,0.0482,0.001,0.0268,0.0227,0.001,0.001
376,done,,,4,,21.1,485.3,,deliver_item,,True,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
377,done,,,4,,21.1,485.3,,,,True,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
378,done,,,4,,21.1,485.3,,,,True,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
379,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
380,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
381,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
382,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
383,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
384,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
385,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
386,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
387,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
388,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
389,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
390,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
391,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
392,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
393,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
394,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
395,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
396,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
397,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
398,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
399,done,,,4,,21.1,485.3,,,,False,coffee_break,0.8917,0.0198,0.8917,0.0489,0.001,0.0136,0.0231,0.001,0.001
